product_name,Vertical,product_url,City,Price (USD),product_description,product_number_of_review,product_Number_of_bookings,,,
【民宿住宿推薦】花蓮藍寶石民宿-雙人房住宿券,Activities & Experiences,https://www.kkday.com/zh-tw/product/24997,花蓮,64.34,藍寶石民宿座落在交通便利的吉安台九線上，像花蓮的天空一樣，希望提供您最美好的住宿體驗。藍寶石民宿以最優質的服務、最貼心的空間規劃帶給您舒適又安心的住宿環境。藍寶石民宿非常大器的將一樓超過百坪的空間規劃為寶石藝品收藏區、咖啡交誼廳、風格餐廳，提供住宿房客用餐、聚會使用，讓您在這裡能充分休息、養足精神走跳花蓮美景。,,,,,
【一覽田園縱谷風光】花東縱谷森林美景拼車一日遊,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/2791,花蓮,28.96,花東縱谷是指中央山脈與海岸山脈之間的峽谷地形，來到花東縱谷如詩如畫的田園山景，站在高聳的山脈底下，壯闊的景色讓人美到忘記時間在走動，此行程將從花蓮火車站出發，帶著你遊玩花東縱谷必遊景點。,-44,173 個已訂購,,,
【飯店住宿推薦】宜蘭香格里拉休閒農場-雙人房住宿券＋門票,Activities & Experiences,https://www.kkday.com/zh-tw/product/25123,宜蘭,96.53,宜蘭香格里拉休閒農場是一間最豐富的自然教室，裡頭的生物種類包羅萬象，有獼猴、樹蛙、螢火蟲、蝴蝶（鳳蝶）和各式植物，年紀不分大小，都適合來這裡學習屬於大自然的珍貴知識！ 隨著四季變化的植物蔬果，您可以恣意穿梭在香格里拉休閒農場結實累累的果園之中，滿載一籃的鮮甜水果與一臉歡愉笑顏，而夜間的宜蘭香格里拉休閒農場不忘浪漫，拜訪螢火蟲，親手做一個祈福天燈向天際施放，或是玩玩屬於童年記憶的DIY創作，在這個海拔250公尺的高度，體驗幸福的深度宜蘭旅遊。,,,,,
【北投精選泡湯】春天酒店白磺溫泉體驗,Activities & Experiences,https://www.kkday.com/zh-tw/product/19029,台北,12,到訪北投春天酒店，在台北市中心享受天然溫泉，盡情放鬆身心。位於北投的春天酒店臨近溫泉源頭，擁有高純度的白礦泉質，更擁有帝王泉的美名，助你消除疲勞；春天酒店提供多款套餐選擇，享受溫泉後更能於酒店內享用美食，帶你無牽掛的舒緩平日累積的壓力。,-323,1.6K+ 個已訂購,,,
【台北輕食下午茶名店】Dazzling Cafe蜜糖吐司 單人 / 雙人 / 四人餐點組合,F&B,https://www.kkday.com/zh-tw/product/21352,台北,18.02,台北蜜糖吐司名店－Dazzling Cafe，提供多種單人、雙人及四人餐點組合選擇，Dazzling Cafe Badass Babes Club 台北東區店，以霓虹燈、幾何圖形融入原有的法式古典打造全新概念店，還有專屬隱蔽包廂讓你不受外界干擾！Dazzling Cafe Express 台北車站店，簡潔典雅又時尚的裝潢，店內還有著可愛的兔子椅，待你一同來品嚐、體驗！,-2,,,,
【騎車遊金門】當地租機車/ 電動車好便利,Local Transfer,https://www.kkday.com/zh-tw/product/19849,金門,12.87,來金門想要踩遍金門的每個角落，騎車最方便，一到金門即可取車。金門是個保存了很多人文古蹟很值得探訪的一個離島，擁有完整的閩南風情以及戰地建築，美食也非常多，不用依賴大眾運輸工具，深入金門最深處的巷弄，一起騎車尋找金門當地的美食及古蹟。,-5,,,,
【品品學堂手作體驗】光山行 波紋蒔繪掛鐘・漆器講座工作坊,Activities & Experiences,https://www.kkday.com/zh-tw/product/25236,台北,51.36,【光山行】力行推廣台灣漆文化，讓大家透過實際使用，感受工藝之美，將工藝重新帶回生活中。課程使用漆器的蜻蛉塗技法延伸出的創作方式，是以水跟漆不同比重的特性，產生隨機的流動紋路，附著在平整光滑的鐘板後，再以金屬粉末加飾，製作出金色的波紋圖樣，即使是初學者也能輕易上手。,,,,,
【東北角龍洞灣】自由潛水AIDA1證照班,Activities & Experiences,https://www.kkday.com/zh-tw/product/21560,新北市,209.22,前往52龍洞潛水中心學習自由潛水，距離台北僅有一個小時車程，交通方便且門口即有大眾運輸站牌，龍洞灣為鼻頭峽與龍洞峽中間的一個海灣，特殊的地形能抵擋洶湧的潮流，吸引豐富的海洋生態在此棲息發展，且灣內風浪平靜適合從事潛水活動，此地點為北部熱門的潛水景點，適合新手也適合各種進階玩家挑戰！,,,,,
【台東出發綠島三日遊】機車熱血環島・牛頭山・綠島燈塔・朝日溫泉大草原,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/24230,綠島,6.44,參加KKday綠島超值三日行程，騎乘機車展開熱血環島之旅吧。島上有多樣的自然景觀，晚上還能到海邊欣賞潮間帶的豐富資源，夜訪城市中難得一見的梅花鹿和螢火蟲。綠島的迷人魅力，唯有親自體驗才能深刻體會。,,,,,
【飯店美食推薦】天成大飯店-1F百合西餐廳主菜 自助沙拉吧餐券,F&B,https://www.kkday.com/zh-tw/product/23637,台北,11.56,台北天成大飯店- 1F百合西餐廳，提供早餐、輕食沙拉吧、各式繽紛甜點及下午茶。主廚融合西式料理與異國風味，運用創意手法激盪出繽紛的美食盛宴，恣意呈現美食的萬種風情。透過 KKday 線上購買「天成大飯店-1F百合西餐廳主菜+自助沙拉吧餐券」，您僅需以手機出示電子憑證、不需列印，即可以用優於現場的價格立即感受星級餐飲的魅力！,,,,,
【台中文青小旅行】臺灣美術館、后豐鐵馬道、彩虹眷村一日遊,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/1982,台中,57.22,后豐騎鐵馬、國美館享受文藝的台中，彩虹眷村回味拍照，青春的文青小旅行！,-1,,,,
【新竹尖石一日遊】秀巒軍艦岩、宇老、青蛙石、北角吊橋、內灣老街,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/23140,新竹,51.5,溪谷中一座巨石岩，有如一艘軍艦準備揚帆出發，每到秋天還有滿山滿谷的楓葉，讓人心曠神怡。在此一日行程中不僅能享受壯麗的山林景色，還能體驗特有的客家小吃文化,-1,,,,
【黃金山城九份茶旅】吾穀茶糧客家擂茶體驗＋招牌茶點,Activities & Experiences,https://www.kkday.com/zh-tw/product/20432,新北市,10.91,《吾穀茶糧》佇足在這樣美好自然的九份，以簡約素雅的環境，雙手細心呵護研磨的穀香，給旅人們一處平靜恬適的純樸歇腳處，在此讓旅人對九份的山海之景一覽無遺，細膩的穀香讓旅人的心沉澱於此，食茶品味五穀生活，愛上客家茶文化。,-2,,,,
【花蓮戶外運動】野猴子 花蓮溪漂流體驗,Activities & Experiences,https://www.kkday.com/zh-tw/product/25284,花蓮,32.19,花蓮溪漂流是一項輕鬆有趣的玩水行程，我們將合作拼湊一艘船順著水流漂流六公里，利用溪水漂流的方式，一覽花東縱谷獨特山水景，享受沁涼溪水的小旅行。,,,,,
【三五好友同樂最佳選擇】大魯閣卡丁車,Activities & Experiences,https://www.kkday.com/zh-tw/product/20811,桃園,35.37,賽車文化風靡全球，為了讓全民體驗賽車運動的魅力，並將賽車運動扎根國內，大魯閣創造一個可以簡單入門的賽車運動設施。比照國際標準賽道的安全設備，加上完整的教育訓練，初學者能迅速上手飆出好成績，經驗老到的賽車手更得以自我挑戰，締造佳績。,-2,,,,
【全台最高公路之美】花蓮清境雙向包車路線,Local Transfer,https://www.kkday.com/zh-tw/product/2131,"花蓮, 多個城市",171.66,想要直接穿越台灣中部，不想要繞台灣北部一大圈，你可以選擇清境到花蓮雙向包車，直接從清境 / 花蓮民宿上車，到達武嶺、太魯閣、直達花蓮 / 清境民宿，讓你邊走邊玩一覽台灣最高公路之美。,-76,364 個已訂購,,,
【金工職人課程】Argent 安爵銀飾金工 DIY 手作體驗,Activities & Experiences,https://www.kkday.com/zh-tw/product/18357,台北,80.47,專業老師指導孩子們體驗DIY手作銀飾，就算沒有金工基礎一樣可以親手完成，不論是大人小孩都能成為金工師，快來訂製一件專屬自己的銀飾吧。,-1,,,,
【熱門景點包車一日遊】龍山寺、綠世界、新社古堡、東海夜市（台北出發、台中結束）,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/25199,"台北, 多個城市",206.53,從台北市區自行指定地點出發，在專業且親切司機的帶領下，開啟一日私人專屬包車服務暢遊北台灣，最後在台中市區飯店或夜市下車，是台北到台中CP值最高的選擇！,,,,,
【台灣南投一日遊】清境農場、埔里酒廠、中台禪寺、鯉魚潭（台中出發）,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/290,台中,57.22,參與台灣南投一日遊，搭乘專車從台中市出發，前往素有「 霧上桃源 」之稱的清境農場，漫步於綿延不盡的青青草原上，近距離餵食和親近綿羊群，感受大自然的悠閑氛圍；走訪台灣唯一具有酒鄉特色的埔里小鎮，參訪其酒廠，見識台灣本土酒文化與酒藝術，一睹當地知名的天然湖泊「 鯉魚潭 」，欣賞群山環繞的美景，輕鬆度過悠閑寧靜的時光。,-20,,,,
【花蓮瑞穗春天國際觀光酒店】寵物溫馨家庭房 (一泊二食）,Activities & Experiences,https://www.kkday.com/zh-tw/product/22885,花蓮,601.9,帶著您的毛小孩，到瑞穗春天觀光酒店一起度假趣！寵物友善溫馨家庭房開放毛小孩與您一同入住，房內提供專屬備品，包括寵物毛巾、小床、澡盆、吹風機與提籠、循環活水機等備品，以及寵物尿墊、撿便器、毛小孩罐頭等，減輕您帶狗狗出遊的負擔,,,,,
【五星溫泉酒店】北投老爺酒店 - 平日雙人客房泡湯,Activities & Experiences,https://www.kkday.com/zh-tw/product/25004,台北,57.9,北投老爺將酒店結合健康管理的概念，打造長遠的健康「旅程」，藉由集結健康飲食、芳療體驗、溫泉水療及各項室內外運動、健康咨詢的完整服務，使顧客即使離開飯店後，仍可延伸飯店深植的健康觀念，展開全新的健康生活型態，期盼顧客來到北投，都可以讓身心靈十分滿足。,,,,,
【台中機場接送】台中機場（RMQ）－ 台中市區,Local Transfer,https://www.kkday.com/zh-tw/product/20142,台中,25.75,預訂台中機場（RMQ）到市區接送服務，將有專業的司機提供 24 小時服務，適合搭乘紅眼班機的旅客選購，替你省下等待巴士與規劃交通方式的時間，解決拖帶大型行李轉乘的不便，省時又省力的來回台中機場和市區。,-142,503 個已訂購,,,
【台灣手作體驗】Maestro Studio・鳳梨酥 / 舒芙蕾鬆餅 手作課程,Activities & Experiences,https://www.kkday.com/zh-tw/product/23568,台北,16.06,來到台灣，一定不可不知最知名的鳳梨酥，Maestro Studio手作教室提供鳳梨酥的手作DIY課程！除此之外，還有舒芙蕾鬆餅、馬卡龍、達克瓦茲等各式手作烘培課程， 歡迎三五好友、全家大小一起來體驗！,-2,,,,
【台灣木工手作體驗】特力屋手創空間・小汽車折合書架DIY,Activities & Experiences,https://www.kkday.com/zh-tw/product/25947,"台北, 多個城市",28.94,特力屋除了是台灣販售傢俱及修繕用品的大型商場外，還成立了獨特的手創空間，致力於提供DIY愛好者最優質、專業的DIY工具及材料，讓愛好DIY手作的旅客能親身體驗，創造更多獨一無二的作品與回憶。快透過KKday預訂，製作屬於自己的小汽車折合書架吧！,,,,,
【３－６年級夏令營】超級瑪利歐-奧德賽之戰３天２夜Outdoor營隊,Activities & Experiences,https://www.kkday.com/zh-tw/product/24639,南投,115.87,Outdoor訓練營-超級瑪利歐-奧德賽之戰[日月山莊]，跟著Super瑪利歐一起前往奧德賽吧！尋找月之石、拜訪森之國、能量之液…更多精彩的挑戰在等著你,,,,,
【熱門景點包車一日遊】林口三井Outlet、日月潭及纜車、秋紅谷（台北出發、台中結束）,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/25224,"台北, 多個城市",225.31,從台北市區自行指定地點出發，在專業且親切司機的帶領下，開啟一日私人專屬包車服務暢遊北台灣，最後在台中市區飯店或夜市下車，是台北到台中CP值最高的選擇！,,,,,
【台灣必買手信】陽光菓菓台灣水果乾伴手禮組 (台北市/新北市飯店配送),Souvenir,https://www.kkday.com/zh-tw/product/21788,台北,6.08,陽光菓菓採用100%台灣產的當季水果為原料，利用低溫乾燥，將水果的美味保留在每一片果乾之中，讓您輕鬆將水果寶島的美味變成伴手禮，帶回與朋友分享！,-1,,,,
【穿旗袍玩遍古蹟名勝】桃園旗袍、獵裝租借體驗,Activities & Experiences,https://www.kkday.com/zh-tw/product/23688,桃園,6.44,來桃園穿上復古獵裝和旗袍，暢遊桃園市區的古蹟名勝，租借旗袍含折扇和復古提包，到日治時期警察宿舍改建的「七七藝文町」喝咖啡、網美豆花店-「漿府」吃豆花，體驗旗袍之美，拍下珍貴的旅行回憶。,-3,,,,
【大稻埕金工手作】台北迪化街盤飾小品手作課程,Activities & Experiences,https://www.kkday.com/zh-tw/product/22988,台北,122.31,在有著濃厚台灣味的大稻埕迪化街裡，隱藏著一間精緻金工坊，專業講師細心指導、提供齊全的製作工具，別於以往戒指、耳環金工，推出手作盤飾，放慢生活步調，細心做出自己的生活小品。,,,,,
【台北郊區一日遊】林口水牛坑、洪福宮、新富町文化市場、剝皮寮、飛機巷,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/24136,"台北, 多個城市",149.31,從台北市區自行指定地點出發，親切司導的帶領下，開啟一日私人專屬包車服務暢遊台灣！,,,,,
【北投皇池溫泉御膳館】大眾湯券套票六入組(需電話預約),Activities & Experiences,https://www.kkday.com/zh-tw/product/25311,台北,33.41,北投知名「皇池溫泉御膳館」在整體建築、泉水、餐點到餐具都極為講究，建築採用深山原木與棕竹打造而成，並請來著名匠工精細刻劃，融入戶外的山林美景，別具風味。透過KKday線上購買套票，即可以優於現場的價格體驗世界聞名的青磺泉！,,,,,
【感受木作DIY的溫度】木匠兄妹檜木工藝DIY體驗課程,Activities & Experiences,https://www.kkday.com/zh-tw/product/18068,台中,14.48,走進木匠兄妹木作工坊的各門市，濃濃木頭香氣撲鼻而來，在這裡你可以欣賞用木頭製作的各式商品，還提供木工體驗課程，帶你製作加拿大檜木小皿，跟著專業師傅學習線鋸裁切、拋光、上油等木工技巧，親手完成一件木藝作品，深刻感受傳統技藝的魅力！,-1,,,,
【飯店美食推薦】北投雅樂軒酒店-3F NOOK聚聚樂餐券,F&B,https://www.kkday.com/zh-tw/product/23811,台北,25.72,北投雅樂軒酒店-3F NOOK聚聚樂，全天候提供精緻西式美食，大器時尚的氛圍特別適合舉辦聚餐與慶典！透過 KKday 線上購買「北投雅樂軒酒店-3F NOOK聚聚樂餐券」，您僅需以手機出示電子憑證、不需列印，即可以用優於現場的價格立即感受星級餐飲的魅力！,,,,,
【美食名饌】台中金典酒店－Lobby Loung／栢麗廳／鐵板燒／牛排館／金園中餐廳餐券,F&B,https://www.kkday.com/zh-tw/product/23729,台中,32.15,台中金典酒店，座落於台中交通樞紐、最繁華的商業地段，擁有四間國際美食料理餐廳及大廳酒吧，多樣化美食饗宴，恣意品嚐世界美食佳餚，猶如置身私人廚房。無論是三五好友邀約栢麗廳下午茶、親密家庭聚會金園中式餐廳、商務宴客具有獨特尊榮的金典鐵板燒，貼心細膩的各種服務，打造您難以忘懷的愉快用餐體。,,,,,
【台北西門町熱門美食】洪師父牛肉麵,F&B,https://www.kkday.com/zh-tw/product/10478,台北,7.1,享譽美食天堂的台灣，擁有著各式各樣讓人喜愛的道地小吃，位於台北最繁華的西門町也擁有著國民美食——牛肉麵。洪師父牛肉麵獲獎無數，選用最優質的牛肉、牛骨頭、以及新鮮蔬果熬煮而成的牛肉湯底，搭配手工麵條，任選紅燒、清燉、麻辣等多種口味，絕對是到訪台灣的首選美食。,-316,1.3K+ 個已訂購,,,
【荷風庭園繽紛花海】台中中社花市浪漫賞花半日遊,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/4186,台中,32.19,漫步在繽紛彩虹般的中社花海中，中社花市1-3 月的鬱金香節 4-12月有百合花、波斯菊與玫瑰百花齊放，你還可以挑選自己喜愛的花草購賣回家，享受著花綻放般的雀躍心情。,-28,,,,
【帶著孩子體驗農家趣】金山汪汪地瓜園控窯體驗,Activities & Experiences,https://www.kkday.com/zh-tw/product/9539,"台北, 多個城市",56.34,地瓜跟台灣有著特殊的情感連絡，在窮困的年代裡養活了許多台灣人，地瓜在台灣是一個不可或缺的農作物，尤其是烤地瓜更是每一個台灣人成長的記憶，汪汪地瓜園是一個位於地瓜知名產區新北市金山區，同時也是一個以地瓜為主題的地瓜農園，在這裡提供了控磚窯、控土窯、挖地瓜體驗、種地瓜！,-13,,,,
【台東鹿鳴溫泉酒店】SPA芳療＋裸湯體驗（含午餐）,Activities & Experiences,https://www.kkday.com/zh-tw/product/23085,台東,48.28,"台東鹿鳴溫泉酒店，除提供微鹼性(PH7.7)的優質碳酸氫納泉裸湯，另有專屬的芳療師，可選擇活力四射或煥欣能量SPA療程，以自然植物療法為基礎的M-SPA積極活用純淨的鹿野植物，舒緩的全程手壓按摩，享受到頂級的放鬆時光，還可享用大洋美地低碳時尚午餐！超值價格（原價NT＄2,914），給予優質享受服務！",,,,,
【熱門景點包車一日遊】鶯歌老街、新豐紅樹林、彩虹眷村、秋紅谷 （台北出發）,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/25208,"台北, 多個城市",206.53,從台北市區自行指定地點出發，在專業且親切司機的帶領下，開啟一日私人專屬包車服務暢遊北台灣，最後在台中市區飯店或夜市下車，是台北到台中CP值最高的選擇！,,,,,
【熱門景點包車一日遊】華泰名品城、南寮漁港、高美濕地、一中商圈（台北出發、台中結束）,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/25215,"台北, 多個城市",206.53,從台北市區自行指定地點出發，在專業且親切司機的帶領下，開啟一日私人專屬包車服務暢遊北台灣，最後在台中市區飯店或夜市下車，是台北到台中CP值最高的選擇！,,,,,
【苗栗包車一日遊】三義木雕博物館、綠葉方舟、卓蘭大峽谷（台北出發）,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/24123,苗栗,198.36,從台北市區自行指定地點出發，親切司導的帶領下，開啟一日私人專屬包車服務暢遊北台灣！,,,,,
【五星級飯店美食推薦】台北福華大飯店-4F花園大道餐券,F&B,https://www.kkday.com/zh-tw/product/23534,台北,27.36,台北福華大飯店4F花園大道供應道地美式風味，從冷盤到熱食，各式甜點與飲品讓你有趟豐富的美食之旅；透過 KKday 線上購買「台北福華大飯店4F花園大道餐券」，您僅需以手機出示電子憑證、不需列印，即可以用優於現場的價格立即感受五星級餐飲的魅力！,,,,,
【台灣輕旅拍】由專業攝影師捕捉最美好的瞬間,Activities & Experiences,https://www.kkday.com/zh-tw/product/7407,"台北, 多個城市",227.2,透過事前詳細溝通與安排，由專業的攝影師全程跟拍，為你量身打造最自然且美好的旅遊回憶錄！你可深入大街小巷、走訪台北知名景點或享用美食，在攝影師引導下，拍攝夫妻情侶、家庭親子等組合照片，盡情享受當下快樂時光，記錄下與台灣的點點滴滴，體驗外拍的樂趣！,-64,198 個已訂購,,,
【宜蘭熱門新景點】清水地熱谷、噶瑪蘭威士忌酒廠包車一日遊（台北出發）,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/12202,"台北, 多個城市",183.46,利用宜蘭包車一日遊，拜訪宜蘭熱門新景點，享受宜蘭的自然風景與在地美食。從台北市區飯店出發，到宜蘭清水地熱谷體驗煮溫泉蛋的樂趣，參觀世界知名的噶瑪蘭威士忌酒廠，喜愛美食的你還可選擇到羅東夜市品嚐特色小吃，讓你不必花太多時間搭車，也能輕鬆到宜蘭玩一整天。,-25,,,,
【台灣在地設計品牌】六四設計光影迴旋銀戒一日銀匠手作體驗,Activities & Experiences,https://www.kkday.com/zh-tw/product/20509,"台北, 多個城市",64.98,台灣在地銀飾設計品牌 ART64 六四設計。品牌於 2002 年創立， Art Sixty-Four 來自 Art Successful 諧音，以優雅的白、紫色與黑色為店內色調基底，期待能製造讓人久待的玩銀空間兼具賞心悅目的氛圍。 多年以來，從事設計開發自有品牌飾品、銀飾客製化訂製、金工技術教學，以及一日手作體驗等專業服務。 每一件店內的設計商品都堅持以手工製造，每一個銀飾創作都代表著創作者對藝術的感受、設計的獨特，用心詮釋出每一份帶有故事性的銀飾，相信能藉由銀飾帶給體驗者自信及發自內心的祝福。,-2,,,,
【來去妖怪村住一晚】入住溪頭妖怪村主題飯店,Activities & Experiences,https://www.kkday.com/zh-tw/product/13917,南投,113.6,遊訪溪頭妖怪村，入住村內唯一主題飯店，夜晚紅燈籠亮起，園區隨處可見奇特造型的妖怪塑像，還有日式裝扮的村民穿梭其中，整座山頭瀰漫神秘的氛圍；清晨在森林芬多精中甦醒，聆聽蟲鳴鳥叫，一次享受日夜迥異的山城景緻，探尋妖怪的蹤影！,-21,,,,
【熱門景點包車一日遊】三峽老街、新社古堡、彩虹眷村（台北出發、台中結束）,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/25201,"台北, 多個城市",206.53,從台北市區自行指定地點出發，在專業且親切司機的帶領下，開啟一日私人專屬包車服務暢遊北台灣，最後在台中市區飯店或夜市下車，是台北到台中CP值最高的選擇！,,,,,
【一泊一食假日不加價】台北慶泰大飯店 - 豪華雙人房住宿券,Activities & Experiences,https://www.kkday.com/zh-tw/product/24918,台北,96.53,慶泰為台北四星級酒店，坐落於繁華熱鬧的中山區商業中心。提供商務旅客便捷的服務，同時也讓度假旅客暢遊台北住宿的最佳選擇。維持一館的設計理念，素雅的感覺從屋外延續到屋內，紓解壓力的需求，在這裡得到釋放。飯店每天浴室備有免治馬桶、使用德國名牌衛浴，以及過奈知名品牌氣密窗，每個設備的質感都表現出時尚的品味。,,,,,
【台灣在地小農】樹合苑TreeHope導覽＋附贈一杯飲品,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/23061,台中,7.15,樹合苑是一個舊屋綠改造的空間，一個生產者與消費者相遇的場域，我們在樹合苑裡面的豆腐坊、雨林咖啡、手做生活小舖、部落e購與廚藝教室...相遇。,,,,,
【漫步礦山尋金趣】新北市金瓜石黃金博物館電子門票,Attraction & Shows,https://www.kkday.com/zh-tw/product/26685,新北市,2.57,金瓜石黃金博物館是由昔日台灣金屬礦業公司辦公室整建而成，完整呈現採礦歷史與當時生活樣貌。讓人不由得放慢腳步，細細品味藏在每個角落裡、靜待來客發掘的美好往日時光。本票券可參觀園區內的四連棟、環境館、煉金樓、金水特展室及黃金館，透過KKday預定門票，帶你走入時光隧道，來一趟懷舊之旅。,,,,,
【品品學堂手作體驗】做作的 Daphne 英文歌德體硬筆書法體驗,Activities & Experiences,https://www.kkday.com/zh-tw/product/25419,台北,33.03,人氣英文書法講師【做作的 Daphne】帶領大家領略英文書法-哥德體的美好，對於初學者來說，哥徳體是學習西洋書法的基礎字體。經由教學經驗超豐富的 Daphne 深入淺出的指導下，最後會完成一張屬於自己哥德體的英文姓名縮寫卡片，很適合初學者的入門課程。,,,,,
【萬華西門町美食】DOTEL Coffice手沖咖啡下午茶,F&B,https://www.kkday.com/zh-tw/product/23423,台北,18.67,來到台灣西門町，DOTEL提供舒適的空間，讓您享用手沖咖啡以及美味的日安手作甜點下午茶，一次可品嘗到三種產區的咖啡，體驗不同產區的風味，讓你擁有一段悠哉美好的午後！,,,,,
【苗栗包車一日遊】明德水庫、後龍好望角、過港舊隧道、九華山天空步道（台北出發）,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/24121,苗栗,196.25,從台北市區自行指定地點出發，親切司導的帶領下，開啟一日私人專屬包車服務暢遊北台灣！,,,,,
【品品學堂手作體驗】夏季漸層飲品創作班 X Layered Lab,Activities & Experiences,https://www.kkday.com/zh-tw/product/26658,台北,42.21,IG人氣飲品頻道【Layered Lab】博主 Charlotte 發現喝飲料就是生活中最放鬆的時刻，自己做飲料則是一種超療癒的療程。課程將帶大家製作一杯夢幻的漸層飲料，再學習拍攝 IG 爆紅飲片，療癒效果一級棒的飲片，讓人看著看著就忘了疲憊。,,,,,
【一日小小茶藝師】台北大稻埕福來許手作沖茶＋旗袍馬褂親子體驗,Activities & Experiences,https://www.kkday.com/zh-tw/product/18408,台北,48.28,想跟孩子一同體驗茶道的樂趣嗎？前往台北風華一時的大稻埕，在知名店家福來許茶館體驗親子茶藝課程，穿上特色旗袍馬褂，在復古懷舊的茶室體驗手沖茶，現場將有專業講師帶你認識茶葉與茶具，大人小孩可一同學習沖茶，享用可口茶點，寓教於樂的學習，讓小朋友留下難忘的回憶！,-1,,,,
【苗栗包車一日遊】蘇維拉莊園、神仙谷、高山青農場、南庄山芙蓉（台北出發）,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/24127,苗栗,195.52,從台北市區自行指定地點出發，親切司導的帶領下，開啟一日私人專屬包車服務暢遊北台灣！,,,,,
【飯店美食推薦】台北西門町意舍酒店 - 5F吃吧 雙人平日午或晚餐券,Activities & Experiences,https://www.kkday.com/zh-tw/product/23664,台北,30.9,台北西門町意舍-5F吃吧，展現美國和意大利的道地美食文化，全台之首推出當今最夯的底特律方形披薩，搭配專人現場料理的各式沙拉以及現榨水果吧的新鮮純果汁；最後再來一杯精選的香醇咖啡為這場美食饗宴劃下完美句點。透過 KKday 線上購買「台北西門町意舍酒店-5F吃吧 雙人平日午或晚餐券」，您僅需以手機出示電子憑證、不需列印，即可以用優於現場的價格立即感受星級餐飲的魅力！,,,,,
【九份茶旅】九份山城創作坊：東方美人茶 / 烏龍茶 ＋ 招牌茶點套餐,Activities & Experiences,https://www.kkday.com/zh-tw/product/18949,新北市,12.84,九份山城創作坊由一對藝術家夫婦經營，充滿禪意的人文空間，飄逸著茶香，店主怡情養性的陶藝佈置，打造出閑靜的觀景一隅，使用老闆親手創作的茶具，沖泡一壺香味撲鼻的台灣茶，悠哉享受九份山城的人文藝術氣息。,-3,,,,
【外國人限定電子票】南投清境農場青青草原＋小瑞士花園超值入園門票,Attraction & Shows,https://www.kkday.com/zh-tw/product/26558,南投,11.27,"位處高海拔1,800m的清境草原，是台灣著名的休閒農場，偌大的青青草原，適合家人朋友一同在此享受遠離塵囂的「霧上桃源」。除此之外，還有大人小孩都為之瘋狂的羊咩咩秀及馬術秀，讓您在清境農場由專業牛仔人員帶領下，與動物們近距離接觸，創造專屬您的清境樂遊旅程。以及「北歐風情」為主題的小瑞士花園，是旅客來南投遊玩、造訪清境不可錯過的熱門景點，園區內推出童話風的精靈花園、夢幻水上教堂、愛麗絲水花園等夢幻特色區，讓您彷彿置身在歐洲仙境。",,,,,
【西門町人氣美食】嵐山食肆創意日本料理 - 嵐人／肆人／陸人分享套餐券,F&B,https://www.kkday.com/zh-tw/product/25300,台北,28.58,透過KKday獨家訂購即保證有位，嵐山食肆主廚接觸日本料理已近20個年頭，從小在漁港長大的主廚，對於海鮮漁獲的挑選更加嚴謹，凌晨穿梭在基隆的魚市，只為了挑選更好，最新鮮的漁獲給顧客，用心做好每道料理，跳脫傳統日本料理的框架，推廣在地食材好味道，許多新奇創意的組合，讓食物不只是滿足舌尖上的味蕾，更有視覺上的享受，等待你細細來品味。,,,,,
【盡情享受親子歡樂時光】台北鐳戰射擊體驗,Activities & Experiences,https://www.kkday.com/zh-tw/product/11674,台北,16.74,想打漆彈害怕瘀青的朋友有福了，最新高科技玩法 - 鐳戰，不但享受槍戰刺激又不會痛！ 非常適合親子同遊的活動。,-7,,,,
【綠島二日遊】機車環島・夜訪梅花鹿與螢火蟲・夜間觀星（台東出發）,Activities & Experiences,https://www.kkday.com/zh-tw/product/24007,綠島,70.81,台東出發搭乘客輪前往綠島二日遊，體驗綠島機車環島之旅，到了夜晚可以觀星看流星雨、尋梅花鹿、螢火蟲，發現當地特有的竹節蟲與水沅花，夜間觀星與發現流星共祈福。,,,,,
